id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
3008,Cambiar El Alma,Bersuit Vergarabat,ska,energetic,0.86,101.83,0.483,0.51,0.003
3009,I Don't Like Mondays,The Boomtown Rats,ska,focused,0.461,143.65,0.476,0.464,0.717
3010,Pasos,Los Enanitos Verdes,ska,euphoric,0.934,131.58,0.786,0.551,0.0354
3011,El Tiempo Es Dinero - Remasterizado 2007,Soda Stereo,ska,happy,0.921,183.57,0.7,0.554,0.0194
3012,Cada Vez Mas Yankis,Resistencia Suburbana,ska,energetic,0.756,90.69,0.515,0.812,0.0649
3013,Hanna från Arlöv,Nationalteatern,ska,romantic,0.422,123.63,0.832,0.588,0.225
3014,Hasta Perderme,Infames Ska,ska,euphoric,0.945,101.58,0.94,0.492,0.0388
3015,Biar Ngga Penasaran,Tipe-X,ska,euphoric,0.939,100.74,0.84,0.744,0.0243
3016,Razón - En Vivo,Los Caligaris,ska,energetic,0.87,152.25,0.588,0.533,0.109
3017,Bailando Como Mono,La Floripondio,ska,happy,0.648,114.95,0.971,0.678,0.0209
3018,Dope Fiend Blues,Mike Ness;Billy Zoom,ska,energetic,0.916,109.91,0.535,0.457,0.0001
3019,"Señora, Devuélvame la Pelota - En Vivo",31 Minutos;Pepelota,ska,energetic,0.851,116.34,0.421,0.606,0.719
3020,La Vida Del Oso,Chancho En Piedra,ska,euphoric,0.961,115.03,0.722,0.694,0.175
3021,Liebe Grüße,Das Lumpenpack,ska,energetic,0.828,139.67,0.566,0.531,0.0306
3022,Diosa - Remasterized 2001,Los Auténticos Decadentes,ska,euphoric,0.877,143.99,0.963,0.648,0.149
3023,Satan's Swing,Salon Victoria,ska,euphoric,0.749,127.41,0.777,0.767,0.0519
3024,Favorite Things,Me First and the Gimme Gimmes,ska,happy,0.915,152.44,0.608,0.238,0.0003
3025,Una buena noche,Staya Staya,ska,happy,0.547,97.58,0.938,0.847,0.461
3026,Gente Que No (with Todos Tus Muertos) - Remasterized 2001,Los Auténticos Decadentes;Todos Tus Muertos,ska,happy,0.601,98.74,0.757,0.726,0.0303
3027,Somos - Vivo en el Palacio de los Deportes,Los Auténticos Decadentes,ska,energetic,0.947,120.66,0.597,0.516,0.14
3028,Aldrig har jag älskat så,Lasse Stefanz,ska,happy,0.68,110.97,0.922,0.613,0.326
3029,No Volverás,La Matatena,ska,euphoric,0.812,141.25,0.801,0.551,0.298
3030,Marie Marie,Lars Frederiksen and the Bastards,ska,happy,0.991,181.48,0.658,0.334,0.0039
3031,Shimmer in the Morning,Sola Vimi,sleep,melancholic,0.0308,35.86,0.0367,0.204,0.975
3032,Arp Of Life,Bjørg Stigbjørnson,sleep,melancholic,0.0367,70.41,0.0389,0.183,0.841
3033,Nina bobo (Arr. A. Breur for Orchestra) [Live],Traditional;Byron Nelson High School Symphony Orchestra;Jed Weeks,sleep,melancholic,0.0294,87.73,0.216,0.166,0.92
3034,White Noise Waves,White Noise for Babies;Natural White Noise for Babies;White Noise Baby Sleep;White Noise Nature Sounds Baby Sleep,sleep,angry,0.996,82.18,0.0,0.0745,0.904
3035,Waves Ionic Sea,Ocean Waves For Sleep,sleep,melancholic,0.0383,76.14,0.0049,0.105,0.256
3036,"Where the Waters Meet (O Waly, Waly) [Arr. C.B. Chambers for Wind Symphony] [Live]",Traditional;Mansfield Wind Symphony;Jeff King,sleep,melancholic,0.163,78.13,0.0571,0.0733,0.956
3037,Clean White Noise - Loopable Without Fade,White Noise Babies,sleep,melancholic,0.0,0.0,0.0,0.0,0.974
3038,Waterfall Sounds,Waterfall Sounds,sleep,angry,0.942,82.02,0.0127,0.151,0.222
3039,Underwater Bubbles,Underwater Deep Sleep White Noise Nature Ocean Sounds,sleep,angry,0.963,76.91,0.0354,0.243,0.996
3040,Calm Baby Lullabies,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,sleep,melancholic,0.0043,77.62,0.0437,0.181,0.994
3041,Schlafhilfe für Eltern,Weißes Rauschen HD,sleep,intense,0.629,85.16,0.0,0.169,0.81
3042,Dreams Of Delta,Sleepy Moon,sleep,melancholic,0.0424,141.58,0.0592,0.14,0.886
3043,And He Shall Purify (Remastered 2014),Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,sleep,focused,0.597,98.64,0.26,0.412,0.956
3044,Good Dreams,Bedtime Baby,sleep,melancholic,0.0983,65.77,0.203,0.538,0.99
3045,"Kommet, ihr Hirten",Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,sleep,melancholic,0.174,50.0,0.314,0.411,0.979
3046,Winter Morning,Aysha Mathis,sleep,melancholic,0.0126,68.79,0.0481,0.178,0.943
3047,The First Noel (Remastered 2014),Traditional;Richard Benson and His Orchestra,sleep,melancholic,0.316,126.91,0.177,0.285,0.688
3048,"Me ska bryggja te jul (Arr. A. Utnem for Solo Voice, Choir & Chamber Ensemble)",Traditional;The Norwegian Soloists' Choir;Grete Pedersen;Gjermund Larsen;Marco Ambrosini;Sondre Meisfjord,sleep,melancholic,0.107,105.94,0.186,0.246,0.984
3049,Pouring Rain - Loopable with no fade,Meditation Spa;Rain Sounds;Best Relaxing SPA Music;Rain Sounds & Nature Sounds;Rainfall,sleep,melancholic,0.0001,0.0,0.0,0.0,0.127
3050,Niebla Suave,Lluvia para Dormir,sleep,melancholic,0.332,57.28,0.0,0.182,0.869
3051,Midnight Forest,Avslappning Sound,sleep,melancholic,0.139,75.95,0.0346,0.114,0.771
3052,Pure Brown Noise,Deep Sleep Brown Noise;Deep Sleep White Noise;Deep Sleep Background Noise;Brown Noise Dreams;Pink Noise,sleep,melancholic,0.0,0.0,0.0,0.0,0.0
3053,A Illa,Huma,sleep,melancholic,0.0636,74.51,0.032,0.0653,0.91
3054,Stress Relief Music 6,Meditation Spa,sleep,melancholic,0.075,214.86,0.0455,0.371,0.984
3055,Rain for Sleep,Sound Library XL,sleep,angry,0.923,91.67,0.0,0.191,0.155
3056,Waves: Sleepy Babies,Ocean Waves For Sleep,sleep,melancholic,0.303,78.03,0.0137,0.0646,0.0031
3057,White Noise Traffic Sounds,White Noise for Babies,sleep,melancholic,0.259,88.49,0.0538,0.0924,0.253
3058,Wellen Geschwenkt,Weißes Rauschen HD,sleep,melancholic,0.289,74.96,0.0011,0.0625,0.92
3059,Dagliga Meditationer,Avslappning Sound,sleep,melancholic,0.0333,72.96,0.0399,0.141,0.993
3060,Meeresrauschen für ruhigen Schlaf,Weißes Rauschen HD,sleep,focused,0.532,103.88,0.0,0.141,0.746
3061,with you/for you,Prateek Kuhad,songwriter,melancholic,0.317,114.08,0.33,0.731,0.812
3062,Tom's Diner,AnnenMayKantereit;Giant Rooks,songwriter,focused,0.428,98.22,0.334,0.68,0.376
3063,Patang,Umer Farooq,songwriter,melancholic,0.32,180.05,0.0828,0.224,0.528
3064,Nàng Thơ,Hoàng Dũng,songwriter,focused,0.403,122.97,0.194,0.518,0.818
3065,summer&cigarettes,sammy rash,songwriter,romantic,0.402,122.01,0.684,0.834,0.76
3066,Last Request,Paolo Nutini,songwriter,intense,0.702,81.01,0.392,0.569,0.26
3067,Christmas Time,Bryan Adams,songwriter,focused,0.582,77.32,0.326,0.503,0.472
3068,Shouldn't Matter but It Does,John Mayer,songwriter,melancholic,0.324,80.89,0.268,0.549,0.457
3069,Baarish Mein,Vismay Patel,songwriter,chill,0.296,120.38,0.58,0.693,0.741
3070,Half of My Heart,John Mayer,songwriter,happy,0.593,115.06,0.731,0.681,0.435
3071,The Boys Of Summer,Don Henley,songwriter,euphoric,0.775,177.4,0.858,0.516,0.396
3072,Christmas Time,Bryan Adams,songwriter,focused,0.582,77.32,0.326,0.503,0.472
3073,American Pie,Don McLean,songwriter,focused,0.481,138.45,0.491,0.531,0.699
3074,Duur Se,Umer Farooq;Moosa Saleem,songwriter,intense,0.608,93.01,0.332,0.632,0.184
3075,Mohobbat Zindabad,Ankur Tewari;The Ghalat Family;Karsh Kale,songwriter,energetic,0.602,129.01,0.554,0.781,0.225
3076,Mithye Kotha,Anupam Roy,songwriter,energetic,0.772,141.32,0.518,0.593,0.0274
3077,Iris,Chris Lanzon,songwriter,melancholic,0.201,95.67,0.388,0.491,0.609
3078,Unwrap You at Christmas,The Monkees,songwriter,energetic,0.801,127.99,0.473,0.671,0.247
3079,Raatein,Jasleen Royal,songwriter,focused,0.401,129.99,0.311,0.653,0.893
3080,Ranjha - Reprise,Jasleen Royal;B Praak;Romy;Anvita Dutt,songwriter,melancholic,0.291,83.02,0.195,0.565,0.506
3081,Here I Am - End Title,Bryan Adams,songwriter,angry,0.777,98.96,0.162,0.581,0.0078
3082,Father And Son,Yusuf / Cat Stevens,songwriter,melancholic,0.326,136.24,0.371,0.495,0.541
3083,These Days - Slowed + Reverb,Nico;uChill,songwriter,melancholic,0.131,74.66,0.107,0.255,0.973
3084,Dream,Han Hee Jung,songwriter,focused,0.452,145.94,0.191,0.501,0.161
3085,Broken,Anson Seabra,songwriter,melancholic,0.0759,98.98,0.234,0.481,0.956
3086,Christmas All Over Again,Tom Petty and the Heartbreakers,songwriter,happy,0.838,138.91,0.619,0.44,0.0956
3087,Wrong Ones,Juliette Reilly,songwriter,focused,0.356,99.03,0.561,0.828,0.218
3088,Old Man,The Wailin' Jennys,songwriter,melancholic,0.138,80.5,0.287,0.699,0.864
3089,Angel Of Small Death & The Codeine Scene,Hozier,songwriter,intense,0.638,92.64,0.369,0.377,0.213
3090,Aisi Raaton,Anupam Roy,songwriter,focused,0.443,176.03,0.538,0.517,0.88
3091,I Like A Sleighride (Jingle Bells),Peggy Lee,soul,romantic,0.451,122.91,0.737,0.758,0.75
3092,Hit the Road Jack,Ray Charles,soul,happy,0.571,173.14,0.962,0.598,0.704
3093,Love U Better,Ty Dolla $ign;Lil Wayne;The-Dream,soul,focused,0.562,95.05,0.389,0.627,0.0628
3094,Superstition - Single Version,Stevie Wonder,soul,euphoric,0.745,100.38,0.859,0.637,0.0173
3095,You Deserve It All,John Legend,soul,energetic,0.739,83.09,0.48,0.524,0.215
3096,Colors,Black Pumas,soul,energetic,0.692,180.01,0.56,0.391,0.0946
3097,Traingazing,Sam Wills;Honey Mooncie,soul,focused,0.364,137.54,0.569,0.848,0.697
3098,Baby (You've Got What It Takes),Dinah Washington;Brook Benton,soul,happy,0.668,132.19,0.77,0.683,0.833
3099,Little Bright Star - Stereo,The Supremes,soul,energetic,0.774,115.01,0.553,0.711,0.549
3100,I Put A Spell On You,Nina Simone,soul,focused,0.477,88.53,0.327,0.429,0.766
3101,If I Get Caught,dvsn,soul,happy,0.512,148.97,0.848,0.77,0.157
3102,Nothing Feels Better,Pink Sweat$,soul,focused,0.395,81.48,0.558,0.769,0.285
3103,White Christmas,The Drifters,soul,chill,0.213,125.13,0.498,0.555,0.939
3104,Born Of Mary - Stereo,The Supremes,soul,melancholic,0.364,100.75,0.127,0.445,0.681
3105,Waves of Blue,Majid Jordan,soul,intense,0.861,99.98,0.333,0.652,0.0074
3106,Can't Fight,Lianne La Havas,soul,happy,0.522,86.98,0.768,0.737,0.0772
3107,Is This the Life I Chose?,Aaryan Shah,soul,melancholic,0.332,93.94,0.184,0.599,0.744
3108,You Deserve It All,John Legend,soul,energetic,0.739,83.09,0.48,0.524,0.215
3109,Black or White,Michael Jackson,soul,euphoric,0.901,115.03,0.873,0.518,0.174
3110,My Little Love,Adele,soul,focused,0.492,151.87,0.102,0.339,0.829
3111,Silver Bells - Stereo,The Supremes,soul,melancholic,0.344,75.68,0.304,0.374,0.586
3112,Sheesh!,Surfaces;Tai Verdes,soul,euphoric,0.832,149.95,0.801,0.743,0.161
3113,Rudolph The Red-Nosed Reindeer - Stereo,The Temptations,soul,romantic,0.462,94.27,0.689,0.455,0.0577
3114,Let's Groove,"Earth, Wind & Fire",soul,happy,0.648,125.03,0.9,0.869,0.121
3115,"Meet Me In The Middle - From The ""Fifty Shades Of Grey"" Soundtrack",Jessie Ware,soul,melancholic,0.286,122.98,0.283,0.686,0.564
3116,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,happy,0.705,128.89,0.64,0.582,0.29
3117,"Can't Get Enough Of Your Love, Babe",Barry White,soul,happy,0.659,110.7,0.742,0.771,0.175
3118,踊り子,Vaundy,soul,romantic,0.475,157.03,0.678,0.718,0.845
3119,Happy Holiday,Peggy Lee,soul,romantic,0.499,192.76,0.69,0.369,0.829
3120,Happy Holiday,Peggy Lee,soul,romantic,0.371,195.67,0.656,0.376,0.449
3121,Ojalá,Beret,spanish,energetic,0.622,77.28,0.449,0.615,0.328
3122,Aire Ke Respiro,Erpeche,spanish,euphoric,0.945,102.01,0.924,0.715,0.0196
3123,Tus Besos,Pole.;Oscu,spanish,euphoric,0.777,104.75,0.826,0.58,0.175
3124,Tras Mi Luna de Cristal,Porta;Jota,spanish,euphoric,0.856,115.9,0.933,0.607,0.402
3125,Tú Me Obligaste,Antonio José;Cali Y El Dandee,spanish,happy,0.822,94.96,0.618,0.73,0.124
3126,nana triste,Natalia Lacunza;Guitarricadelafuente,spanish,chill,0.308,93.34,0.418,0.474,0.762
3127,Tanto la Queria,Andy & Lucas,spanish,energetic,0.857,144.0,0.56,0.621,0.532
3128,Harto y Cansado,Porta,spanish,euphoric,0.816,169.99,0.895,0.709,0.414
3129,7 Lágrimas - Remix,Soge Culebra;Mora;GARABATTO,spanish,focused,0.567,151.97,0.467,0.697,0.133
3130,Roto y Elegante,Taburete,spanish,energetic,0.648,144.75,0.464,0.499,0.0258
3131,Hoy la Luna Sale para Mí,Monica Naranjo,spanish,euphoric,0.887,122.17,0.79,0.707,0.0681
3132,La Balada del Vagabundo,José Guardiola,spanish,chill,0.338,107.83,0.589,0.615,0.673
3133,Apágame,Cyclo,spanish,energetic,0.782,119.87,0.532,0.807,0.361
3134,Nada Fue Un Error,Coti,spanish,euphoric,0.818,138.5,0.849,0.621,0.0831
3135,Help Me,Cyclo;Efe-R,spanish,energetic,0.883,99.39,0.578,0.646,0.645
3136,Peces de Ciudad,Ana Belén,spanish,energetic,0.651,153.87,0.429,0.454,0.403
3137,Paseo,Estopa,spanish,happy,0.55,102.02,0.84,0.726,0.432
3138,Siempre Llorará - Versión Original,Endecah;T-Key,spanish,focused,0.517,160.02,0.234,0.592,0.429
3139,Superpoderes,Leiva,spanish,intense,0.744,175.64,0.382,0.346,0.0011
3140,¿Dónde están tus ojos negros? - 2015 Remaster,Santabarbara,spanish,romantic,0.367,92.93,0.629,0.489,0.395
3141,Purpurina,Alberto Gambino,spanish,happy,0.643,132.08,0.97,0.89,0.135
3142,El síndrome de Peter Pan,Porta,spanish,euphoric,0.875,90.56,0.845,0.693,0.305
3143,El Chisme,Carlos Baute;Chenoa,spanish,energetic,0.766,93.78,0.462,0.708,0.061
3144,50 Palabras 60 Palabras o 100 - En Vivo,"Ana Torroja;Sasha, Benny y Erik",spanish,intense,0.688,104.57,0.269,0.413,0.0215
3145,Cero,Dani Martín,spanish,intense,0.677,82.03,0.358,0.491,0.152
3146,De Repente,Soraya,spanish,happy,0.58,118.12,0.829,0.857,0.794
3147,Hijo de la Luna,Ana Torroja,spanish,happy,0.544,81.77,0.744,0.569,0.603
3148,Saber si estoy a tiempo (feat. María José),Café Quijano;María José,spanish,intense,0.631,144.02,0.184,0.643,0.354
3149,Get Down - en confinement,Deluxe,spanish,euphoric,0.718,74.86,0.721,0.674,0.229
3150,14:08,Dante;Rase,spanish,angry,0.729,83.7,0.26,0.691,0.625
3151,Cameo,Jazzarama,study,melancholic,0.342,140.06,0.342,0.711,0.7
3152,Too Tired,Smartface,study,chill,0.252,78.0,0.495,0.8,0.513
3153,Those Melancholy,Justnormal,study,melancholic,0.229,170.04,0.104,0.705,0.838
3154,With An Audible Voice,Joi Casette,study,focused,0.362,79.97,0.432,0.592,0.133
3155,foggy afternoons,hope mona,study,melancholic,0.141,110.03,0.148,0.696,0.847
3156,Echoes,Ensidya;Hip Dozer,study,melancholic,0.211,80.01,0.2,0.482,0.918
3157,At My Own Pace,"Sarah, the Illstrumentalist",study,focused,0.458,81.01,0.497,0.662,0.49
3158,String Theori,Blackburri,study,melancholic,0.251,81.97,0.129,0.649,0.765
3159,Liza waited,Sail & Weep,study,chill,0.237,84.92,0.446,0.794,0.601
3160,Icecoffee Season,Breakfast For Brunch,study,melancholic,0.389,79.98,0.312,0.647,0.44
3161,are and be,wavcrush,study,chill,0.189,79.11,0.435,0.633,0.817
3162,Sirius,"Sarah, the Illstrumentalist",study,melancholic,0.202,74.0,0.103,0.711,0.938
3163,Sunday Mood,Almo X,study,romantic,0.151,146.98,0.669,0.73,0.763
3164,Three Little Beats,Beat Oven,study,chill,0.312,155.91,0.551,0.827,0.138
3165,Wine To The Plants,Green Bicycle,study,melancholic,0.223,79.99,0.32,0.73,0.481
3166,Maximum,Too Lamb,study,chill,0.339,99.99,0.54,0.826,0.768
3167,Crickets in the Clouds,Miso Colt,study,melancholic,0.0946,150.01,0.238,0.45,0.959
3168,Painting My Thoughts,Obie Hans,study,melancholic,0.383,80.0,0.157,0.745,0.7
3169,Adult Swim,Beat Oven,study,romantic,0.474,140.01,0.689,0.582,0.008
3170,Beach Day in Brooklyn,"Sarah, the Illstrumentalist",study,focused,0.451,92.93,0.564,0.412,0.253
3171,Plot Twist,Timothy Infinite,study,focused,0.525,86.0,0.134,0.712,0.224
3172,luv,fresh from the oven,study,melancholic,0.158,110.94,0.0382,0.771,0.557
3173,godly,wavcrush,study,focused,0.48,139.92,0.373,0.784,0.25
3174,Sun Screen,Timothy Infinite,study,focused,0.431,67.6,0.279,0.758,0.73
3175,bystanders,Stratotune,study,melancholic,0.183,80.03,0.252,0.629,0.82
3176,Shooting Star (Make A Wish),Matt Large,study,focused,0.583,89.05,0.446,0.786,0.0155
3177,Change in the Air,Obie Hans,study,melancholic,0.242,169.99,0.227,0.61,0.875
3178,"Raspberries, Yes",Wenight,study,focused,0.403,154.18,0.238,0.667,0.764
3179,beets per minute,crayonine,study,focused,0.385,135.98,0.592,0.849,0.64
3180,ghibli,heroku,study,focused,0.581,173.96,0.502,0.415,0.864
3181,Ain't My Fault - R3hab Remix,Zara Larsson;R3HAB,swedish,happy,0.847,150.11,0.613,0.67,0.0156
3182,Ingen vill veta var du köpt din tröja,Raymond & Maria,swedish,euphoric,0.718,199.96,0.949,0.576,0.203
3183,"Ska vi älska, så ska vi älska till Buddy Holly",Gyllene Tider,swedish,euphoric,0.758,133.75,0.853,0.584,0.342
3184,Gunilla,Björn Rosenström,swedish,romantic,0.443,154.3,0.756,0.462,0.465
3185,So Good (feat. Ty Dolla $ign),Zara Larsson;Ty Dolla $ign,swedish,happy,0.576,82.06,0.783,0.726,0.085
3186,I Still Have Faith In You,ABBA,swedish,melancholic,0.363,74.28,0.358,0.207,0.418
3187,SOS,ABBA,swedish,energetic,0.713,125.06,0.579,0.415,0.251
3188,Little Things,ABBA,swedish,chill,0.165,75.98,0.59,0.647,0.894
3189,The City We Call Home,Icona Pop,swedish,energetic,0.606,155.07,0.536,0.588,0.0079
3190,Snäll med John,Junior Brielle,swedish,euphoric,0.782,118.04,0.849,0.544,0.0324
3191,What Are We Waiting For (feat. Ellise),VAX;Ellise,swedish,intense,0.608,139.97,0.205,0.622,0.354
3192,Jag är vacker ikväll,Bo Kaspers Orkester,swedish,happy,0.726,124.92,0.68,0.665,0.257
3193,Moviestar - From Benjamin's,Benjamin Ingrosso;Harpo,swedish,energetic,0.861,129.78,0.598,0.586,0.16
3194,It's Beginning To Look A Lot Like Christmas,Jill Johnson,swedish,chill,0.308,107.72,0.462,0.653,0.636
3195,Huaröd,Lasse Stefanz,swedish,euphoric,0.813,153.99,0.826,0.647,0.135
3196,Wasted Love,John De Sohn;Andrelli;Rasmus Hagen,swedish,intense,0.677,125.04,0.215,0.592,0.011
3197,Sara solsken,Lasse Stefanz,swedish,euphoric,0.885,175.0,0.91,0.467,0.0063
3198,Happy New Year,LOVA,swedish,melancholic,0.274,134.9,0.081,0.625,0.834
3199,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,swedish,happy,0.655,119.37,0.694,0.705,0.029
3200,Talking Body,Tove Lo,swedish,angry,0.761,120.0,0.114,0.736,0.0966
3201,Carina,Larz-Kristerz,swedish,euphoric,0.903,157.99,0.82,0.434,0.0043
3202,Body to Body,Mike Perry;Imani Williams,swedish,angry,0.749,100.09,0.299,0.537,0.0119
3203,Molnslottet,Timbuktu;Mapei;Lullabies,swedish,melancholic,0.13,97.98,0.148,0.62,0.911
3204,Euphoria,Loreen,swedish,intense,0.679,132.15,0.106,0.518,0.079
3205,"Knowing Me, Knowing You",ABBA,swedish,euphoric,0.733,107.28,0.91,0.546,0.0399
3206,Allt ljus på mej,Bo Kaspers Orkester,swedish,happy,0.561,106.87,0.865,0.663,0.106
3207,Idas sommarvisa,Georg Riedel;Lisa Nilsson,swedish,chill,0.222,106.15,0.428,0.667,0.913
3208,Det är inte lätt att vara ödmjuk (It's Hard to Be Humble),Mats Rådberg;Rankarna,swedish,focused,0.477,166.08,0.564,0.469,0.311
3209,Semester,Arvingarna,swedish,euphoric,0.862,104.98,0.961,0.69,0.19
3210,Evergreen,Lasse Stefanz,swedish,energetic,0.711,96.99,0.482,0.546,0.0765
3211,Sweet Dreams (Are Made of This) - Remastered,Eurythmics;Annie Lennox;Dave Stewart,synth-pop,euphoric,0.711,125.14,0.875,0.692,0.225
3212,Progress,Great Good Fine Ok,synth-pop,happy,0.547,116.01,0.863,0.932,0.0218
3213,Forever Young,Alphaville,synth-pop,focused,0.483,136.82,0.333,0.489,0.42
3214,My Girl and I - Live at the Royal Opera,Kite,synth-pop,focused,0.567,103.92,0.0701,0.481,0.745
3215,Major Tom (Coming Home),Peter Schilling,synth-pop,romantic,0.419,161.25,0.842,0.788,0.152
3216,Strict Machine,Goldfrapp,synth-pop,focused,0.59,126.0,0.45,0.634,0.0248
3217,Summer Rain,a-ha,synth-pop,intense,0.606,104.97,0.187,0.557,0.418
3218,Thorn in My Side - Remastered,Eurythmics;Annie Lennox;Dave Stewart,synth-pop,euphoric,0.903,122.21,0.775,0.663,0.0421
3219,Summer Thing,Dragonette;Sunnery James & Ryan Marciano;Cat Dealers;Bruno Martini,synth-pop,intense,0.649,122.01,0.36,0.768,0.107
3220,5 Minutes - 1996 Remaster,The Stranglers,synth-pop,energetic,0.937,147.21,0.523,0.405,0.0
3221,Talking In Your Sleep,The Romantics,synth-pop,euphoric,0.967,129.77,0.977,0.72,0.0289
3222,Always on My Mind,Pet Shop Boys,synth-pop,euphoric,0.782,124.87,0.728,0.534,0.0116
3223,Feels In My Body,Icona Pop,synth-pop,euphoric,0.869,122.05,0.83,0.653,0.0372
3224,Cool Girl,Tove Lo,synth-pop,intense,0.694,101.99,0.203,0.674,0.313
3225,"Kochanie, ja nie wiem",Anna Jurksztowicz;Andrzej Piaseczny,synth-pop,happy,0.57,109.93,0.657,0.746,0.666
3226,Hold Me Now,Thompson Twins,synth-pop,happy,0.516,108.19,0.882,0.787,0.66
3227,Love Changes (Everything),Climie Fisher,synth-pop,happy,0.632,111.16,0.87,0.615,0.257
3228,Enfance 80,Videoclub,synth-pop,focused,0.564,100.03,0.327,0.661,0.077
3229,Jet Airliner,Modern Talking,synth-pop,euphoric,0.759,120.11,0.774,0.642,0.0075
3230,I Only Rewind,Tubeway Army,synth-pop,euphoric,0.704,141.89,0.781,0.627,0.0458
3231,True,Spandau Ballet,synth-pop,focused,0.546,97.42,0.345,0.744,0.504
3232,Kamikadze wróć!,Papa Dance,synth-pop,euphoric,0.866,129.21,0.967,0.786,0.286
3233,Rio - 2009 Remaster,Duran Duran,synth-pop,happy,0.873,140.9,0.676,0.544,0.0415
3234,2020,Great Good Fine Ok,synth-pop,energetic,0.609,153.92,0.544,0.623,0.33
3235,Отношения = говно,Electroforez,synth-pop,intense,0.802,97.97,0.312,0.57,0.0122
3236,Le grand secret (feat. Melissa Auf der Maur) - Les pianos voix,Indochine;Melissa Auf der Maur,synth-pop,melancholic,0.181,112.21,0.0945,0.633,0.945
3237,Kao bang,Indochine,synth-pop,euphoric,0.963,125.99,0.742,0.717,0.0311
3238,Everlasting Love,Sandra,synth-pop,energetic,0.806,120.02,0.473,0.648,0.154
3239,Up The Junction,Squeeze,synth-pop,happy,0.59,121.81,0.91,0.504,0.327
